MEMBER_NO,FFP_DATE,FIRST_FLIGHT_DATE,GENDER,FFP_TIER,WORK_CITY,WORK_PROVINCE,WORK_COUNTRY,AGE,LOAD_TIME,FLIGHT_COUNT,BP_SUM,SUM_YR_1,SUM_YR_2,SEG_KM_SUM,LAST_FLIGHT_DATE,LAST_TO_END,AVG_INTERVAL,MAX_INTERVAL,EXCHANGE_COUNT,avg_discount,Points_Sum,Point_NotFlight,SUM_YR_1_log,SUM_YR_2_log,AVG_INTERVAL_sqrt,AGE_GROUP,Distance_Group
2018750,2018-01-23,2015-07-03,M,2,Xian,Shanghai,United States,48,2024-10-31,3,31551,18709,89464,128420,2024-01-22,391,251,235,3,1,76869,10,9.836813419268136,11.401602766325961,15.84297951775486,Middle Age,100k-200k
2048679,2018-01-23,2020-06-17,F,1,Shanghai,Shanghai,China,70,2024-12-28,6,49667,5238,18893,11391,2024-01-22,495,66,173,3,1,34068,6,8.56388591940822,9.84659969032908,8.12403840463596,Senior,5k-20k
2054946,2018-01-23,2011-08-01,M,0,Beijing,Beijing,China,49,2024-09-23,6,63004,76005,69511,192809,2023-12-07,291,42,554,1,0,271471,4,11.238567563520709,11.149254678519043,6.48074069840786,Middle Age,100k-200k
2057875,2018-01-23,2015-07-03,F,2,Xian,Shanghai,China,25,2024-12-28,10,47540,99459,10553,119609,2024-01-22,596,139,703,5,1,137513,7,11.50751083226873,9.264260213965613,11.789826122551595,Young Adult,100k-200k
2015476,2012-07-29,2015-07-03,F,0,Chong Qing,Beijing,China,34,2025-03-03,8,18897,80282,13798,180908,2024-11-03,120,255,216,3,1,112364,11,11.293313171419836,9.532351404751555,15.968719422671311,Adult,100k-200k
2060543,2018-01-23,2015-07-03,M,1,Chengdu,Shanghai,China,48,2024-12-28,6,10317,85246,74883,374663,2024-01-22,332,129,43,2,2,27554,13,11.353308203910723,11.22369552852816,11.357816691600547,Middle Age,200k+
2044970,2018-01-23,2015-07-03,F,0,Shenzhen,Shanghai,United States,70,2024-12-28,2,2819,105088,3590,151610,2024-01-22,395,136,63,2,1,117698,10,11.562562889161118,8.186185994226083,11.661903789690601,Senior,100k-200k
2058556,2018-01-23,2015-07-03,F,2,Hangzhou,Si Chuan,China,44,2024-12-28,8,67714,13752,780,92978,2023-01-14,456,47,211,0,1,22688,6,9.529012261114708,6.660575149839686,6.855654600401044,Adult,50k-100k
2054525,2022-01-30,2015-07-03,M,2,Nanjing,Shanghai,India,29,2024-12-28,5,32146,21356,31645,198506,2024-01-22,109,7,9,4,1,224538,5,9.969134833771983,10.36236703727893,2.6457513110645907,Young Adult,100k-200k
2046448,2018-01-23,2015-07-03,M,1,Nanjing,Beijing,India,35,2024-12-28,10,9055,24778,106432,337744,2024-01-22,123,95,410,2,1,331871,8,10.117751799243743,11.575270958178935,9.746794344808963,Adult,200k+
2014898,2012-02-08,2007-02-01,F,0,Chong Qing,Shanghai,United States,28,2024-04-05,9,3070,87141,41333,269144,2024-01-22,21,157,398,3,2,10909,9,11.375294250980232,10.629440684821251,12.529964086141668,Young Adult,200k+
2022586,2018-01-23,2015-07-03,M,1,Hangzhou,Shanghai,China,52,2025-05-28,2,28918,56698,15459,311948,2024-01-22,599,32,273,5,1,180135,9,10.945511852876011,9.646011322141414,5.656854249492381,Middle Age,200k+
2033136,2018-01-23,2015-07-03,F,2,Shenzhen,Zhe Jiang,India,43,2024-12-28,7,64759,85251,56426,121204,2024-08-29,124,107,421,1,2,109552,8,11.353366855281129,10.940703046338914,10.344080432788601,Adult,100k-200k
2020123,2018-01-23,2015-07-03,M,2,Wuhan,Shanghai,China,39,2024-12-28,10,39222,3169,17473,132416,2024-01-22,200,34,334,1,1,347382,11,8.061486866871327,9.76846934085804,5.830951894845301,Adult,100k-200k
2038294,2018-01-23,2015-07-03,M,2,Shenzhen,Si Chuan,China,24,2024-08-01,4,25063,44681,12358,176029,2024-01-22,103,171,50,7,1,346776,8,10.707326014938701,9.422139821589736,13.076696830622021,Young Adult,100k-200k
2041456,2018-01-23,2015-07-03,M,2,Chong Qing,Shanghai,China,28,2025-03-10,7,34362,49499,6743,179827,2024-01-22,249,105,73,3,1,423342,8,10.809727948556782,8.81640849968169,10.246950765959598,Young Adult,100k-200k
2038523,2022-10-04,2015-07-03,M,0,Nanjing,Shanghai,China,40,2024-12-28,4,7139,57687,189,295718,2024-01-22,689,156,197,2,0,139196,10,10.962804458596596,5.247024072160486,12.489995996796797,Adult,200k+
2008320,2018-01-23,2012-02-18,F,0,Chong Qing,Shanghai,China,46,2024-12-28,2,42291,9721,6131,91982,2022-11-06,528,105,326,3,2,75763,11,9.1821466376054,8.721276239991704,10.246950765959598,Middle Age,50k-100k
2051611,2018-09-09,2015-07-03,M,2,Shenzhen,Beijing,China,32,2024-12-28,4,43799,26001,1536,47840,2024-01-22,357,178,404,1,2,148069,10,10.165928737122114,7.337587743538596,13.341664064126334,Adult,20k-50k
2018187,2018-01-23,2015-07-03,F,0,Shenzhen,Chongqing,China,52,2024-12-28,7,30959,11538,37891,378246,2024-01-22,540,97,223,4,1,71312,14,9.353487881194667,10.542495286995425,9.848857801796104,Middle Age,200k+
2001863,2018-01-23,2015-07-03,F,0,Xian,Beijing,China,39,2024-12-28,3,20845,42137,25151,313391,2024-01-22,697,57,571,1,1,369420,10,10.648705225387076,10.132692695228933,7.54983443527075,Adult,200k+
2057851,2018-01-23,2015-07-03,F,0,Xian,Beijing,United States,47,2024-12-28,4,23230,50500,15698,275691,2024-03-20,631,2,215,3,1,287179,11,10.829748417047593,9.661352295040318,1.4142135623730951,Middle Age,200k+
2062678,2018-01-23,2015-07-03,F,1,Chengdu,Si Chuan,India,56,2024-08-30,4,20267,49760,28079,90192,2023-02-15,562,133,130,4,2,78695,10,10.814986823674152,10.242812858139747,11.532562594670797,Middle Age,50k-100k
2033225,2018-01-23,2018-07-25,M,1,Xian,Guangdong,United States,42,2024-12-28,2,53817,11883,58100,264863,2024-01-22,209,83,496,4,1,329394,11,9.382948236582498,10.969938154395841,9.1104335791443,Adult,200k+
2021695,2014-07-24,2016-09-27,M,0,Shenzhen,Jiangsu,United States,32,2024-10-07,6,29851,27610,60804,243728,2024-01-11,270,89,264,1,1,346056,10,10.225969523029635,11.0154273014151,9.433981132056603,Adult,200k+
2039730,2010-04-25,2008-08-14,M,0,Xian,Shanghai,India,35,2024-06-07,7,24028,37028,25831,121263,2024-01-22,238,4,298,3,1,190111,6,10.519456668412039,10.15936931243811,2.0,Adult,100k-200k
2061446,2018-01-23,2016-05-13,M,1,Shenzhen,Hubei,China,40,2024-12-28,7,35551,24495,40840,13257,2024-08-28,354,5,430,2,2,185800,12,10.106265117897465,10.617441757777067,2.23606797749979,Adult,5k-20k
2026013,2018-01-23,2009-12-29,M,0,Shenzhen,Zhe Jiang,China,58,2024-07-23,1,21395,32088,46796,127726,2023-06-27,392,29,95,3,1,261979,10,10.376268571262472,10.753574377286979,5.385164807134504,Middle Age,100k-200k
2042923,2018-01-23,2015-07-03,M,1,Wuhan,Beijing,China,70,2024-12-28,5,2329,89339,5758,204478,2023-04-02,635,49,313,3,2,337414,13,11.400204594906109,8.658519127506672,7.0,Senior,200k+
2050534,2018-01-23,2007-08-26,M,0,Wuhan,Guangdong,India,35,2024-12-28,3,41124,92753,21362,156431,2024-01-22,683,139,476,3,2,141166,13,11.43770610622439,9.969415732650235,11.789826122551595,Adult,100k-200k
2018190,2018-01-23,2014-11-12,M,2,Wuhan,Shanghai,United States,53,2024-12-28,8,33202,58842,14102,202388,2024-01-22,1,39,506,0,1,84443,12,10.982628159139644,9.55414281969224,6.244997998398398,Middle Age,200k+
2031872,2014-09-15,2015-08-17,F,2,Xian,Si Chuan,United States,26,2025-12-28,3,12164,43589,58404,276823,2024-01-22,490,153,464,5,1,69908,10,10.682583045232438,10.975156781589796,12.36931687685298,Young Adult,200k+
2031190,2018-01-23,2009-01-12,M,0,Shanghai,Hubei,China,42,2024-12-28,4,6128,59461,55535,27154,2024-01-22,468,26,103,5,1,155059,9,10.993092732044262,10.924786738101567,5.0990195135927845,Adult,20k-50k
2055837,2018-01-23,2015-07-03,F,2,Chengdu,Guangdong,United States,70,2025-07-25,8,52741,56655,57332,360988,2025-01-02,204,84,59,2,1,115983,10,10.944753174351685,10.95663165315709,9.16515138991168,Senior,200k+
2060569,2018-01-23,2013-01-24,F,1,Nanjing,Chongqing,China,27,2024-12-28,5,40680,34597,25882,141970,2023-07-18,168,9,280,3,1,342126,10,10.451551155906923,10.161341661525732,3.0,Young Adult,100k-200k
2013138,2018-01-23,2024-03-04,M,0,Wuhan,Shanghai,China,42,2024-12-28,3,3738,3896,71740,11349,2024-03-08,179,106,194,4,1,54602,11,8.26796230533871,11.180817690214102,10.295630140987,Adult,5k-20k
2029045,2018-01-23,2015-07-03,F,0,Beijing,Shanghai,China,53,2024-12-28,3,21460,68709,22619,118249,2024-01-22,168,133,625,1,1,126505,11,11.137650028025122,10.026589749670112,11.532562594670797,Middle Age,100k-200k
2031903,2018-01-23,2015-07-03,M,1,Nanjing,Shanghai,United States,70,2024-11-02,6,26419,7951,63825,141973,2024-01-22,266,2,831,4,1,232860,10,8.98117874833641,11.0639159098287,1.4142135623730951,Senior,100k-200k
2029544,2018-01-23,2013-03-31,M,0,Guangzhou,Zhe Jiang,China,46,2024-04-19,3,65100,17353,7519,113077,2023-04-28,357,48,181,2,1,392553,11,9.761578306353435,8.925321416943886,6.928203230275509,Middle Age,100k-200k
2043744,2018-01-23,2015-06-19,M,1,Shanghai,Shanghai,China,40,2024-12-28,5,5523,51673,91007,916,2024-01-20,61,151,336,2,1,181475,13,10.852710032645257,11.418702693722858,12.288205727444508,Adult,0-5k
2015835,2022-09-29,2015-07-03,F,2,Shenzhen,Shanghai,China,42,2024-12-28,7,42382,7237,62667,294453,2024-01-22,18,69,308,1,2,7211,14,8.887100204123687,11.045606229513378,8.306623862918075,Adult,200k+
2013340,2023-05-22,2015-07-03,M,0,Beijing,Guangdong,China,45,2024-12-28,6,52719,48041,25643,41576,2024-01-22,544,212,320,3,0,282173,9,10.779830907300688,10.152064905107148,14.560219778561036,Adult,20k-50k
2018086,2023-06-17,2015-07-03,F,0,Shanghai,Zhe Jiang,China,70,2024-02-04,3,46347,69268,22796,127175,2024-01-22,202,212,83,4,0,42176,8,11.145752754648552,10.034384227337895,14.560219778561036,Senior,100k-200k
2002701,2018-01-23,2015-07-03,M,1,Chengdu,Shanghai,China,39,2024-09-17,8,27693,35201,92150,257050,2024-08-06,42,153,231,3,2,90668,10,10.468858178153916,11.431183814911035,12.36931687685298,Adult,200k+
2041935,2018-01-23,2015-07-03,M,0,Hangzhou,Shanghai,China,26,2024-12-28,8,8756,65964,12147,196516,2022-07-14,674,198,256,2,1,458399,18,11.096879577317877,9.404919826165639,14.071247279470288,Young Adult,100k-200k
2062506,2018-01-23,2015-07-03,F,2,Chengdu,Chongqing,India,70,2024-12-28,5,42438,36328,25419,35536,2024-01-22,17,106,343,3,1,259555,5,10.500371599375363,10.143291544743445,10.295630140987,Senior,20k-50k
2054771,2018-01-23,2022-01-01,M,1,Chengdu,Shanghai,China,59,2024-03-26,7,46842,28360,33705,110532,2024-01-22,164,85,274,4,0,52972,13,10.2527702409553,10.425431142035965,9.219544457292887,Middle Age,100k-200k
2032060,2018-01-23,2015-07-03,M,0,Wuhan,Shanghai,China,49,2025-07-27,5,46513,52609,20963,394543,2024-01-22,160,132,69,4,1,274232,18,10.870661494724853,9.950561959922057,11.489125293076057,Middle Age,200k+
2009113,2018-01-23,2015-07-03,F,1,Guangzhou,Guangdong,United States,49,2024-05-23,5,7608,44380,50494,305936,2024-01-22,163,77,333,1,2,184385,10,10.700566728905104,10.829629600460658,8.774964387392123,Middle Age,200k+
2003696,2018-01-23,2015-07-03,M,0,Chengdu,Jiangsu,China,32,2024-12-28,5,34802,87649,11895,270342,2024-01-22,203,154,83,2,2,278990,11,11.38110689034938,9.383957488139991,12.409673645990857,Adult,200k+
2032694,2018-01-23,2015-07-03,F,2,Chengdu,Zhe Jiang,China,70,2024-12-28,3,39584,37699,32316,225675,2024-01-22,446,104,545,2,1,392521,8,10.537415373436103,10.383348686544645,10.198039027185569,Senior,200k+
2058856,2018-01-23,2015-07-03,M,0,Chong Qing,Shanghai,China,24,2024-09-09,6,19744,50034,33692,416703,2024-03-27,166,237,715,4,0,333298,8,10.820478039524556,10.425045379631145,15.394804318340652,Young Adult,200k+
2033068,2025-02-26,2015-07-03,M,1,Chong Qing,Si Chuan,China,47,2024-12-28,6,25886,440,1673,207205,2025-09-09,5,133,296,4,1,136622,15,6.089044875446846,7.422971251049421,11.532562594670797,Middle Age,200k+
2050798,2018-01-23,2016-04-07,F,0,Chengdu,Guangdong,China,21,2025-04-17,4,22848,42578,106432,267226,2024-10-04,195,86,467,2,1,177965,11,10.659116452967368,11.575270958178935,9.273618495495704,Young Adult,200k+
2007588,2018-01-23,2015-07-03,F,1,Shenzhen,Zhe Jiang,China,49,2024-12-28,3,8587,9029,106432,16961,2024-01-22,207,90,62,2,1,63331,5,9.108307646411031,11.575270958178935,9.486832980505138,Middle Age,5k-20k
2031340,2018-01-23,2015-07-03,M,0,Xian,Hubei,United States,36,2024-12-28,5,57808,104222,4925,239204,2024-01-22,560,231,290,2,1,334408,5,11.554288113310864,8.502282578680484,15.198684153570664,Adult,200k+
2007125,2018-01-23,2015-07-03,M,0,Chong Qing,Shanghai,China,44,2024-12-28,6,14260,123524,50473,258360,2024-01-22,530,20,681,0,1,185201,7,11.724198843713951,10.829213631196769,4.47213595499958,Adult,200k+
2042777,2018-01-23,2015-07-03,M,0,Shanghai,Chongqing,United States,25,2024-12-28,6,31846,62396,58899,420119,2024-01-22,78,10,5,4,0,245230,15,11.04127247627871,10.983596369639677,3.1622776601683795,Young Adult,200k+
2061011,2019-11-06,2015-07-03,F,0,Xian,Shanghai,United States,38,2024-06-22,4,60969,79988,33736,273784,2023-01-13,526,44,47,4,1,400493,17,11.289644404202027,10.426350436912623,6.6332495807108,Adult,200k+
2034609,2018-01-23,2015-07-03,M,2,Hangzhou,Guangdong,China,20,2024-06-09,2,53710,38626,106432,119944,2023-04-22,414,183,336,2,1,223640,7,10.561706792794787,11.575270958178935,13.527749258468683,Young Adult,100k-200k
2001229,2015-10-10,2015-07-03,M,2,Xian,Chongqing,United States,51,2024-12-28,6,14494,12465,34753,466002,2024-01-22,324,1,184,4,2,220014,13,9.430760217368796,10.4560499522822,1.0,Middle Age,200k+
2060445,2018-01-23,2008-08-22,F,0,Hangzhou,Jiangsu,United States,33,2024-12-28,5,23196,37925,21242,452324,2024-01-22,0,155,508,2,1,197601,11,10.543392171700354,9.963782708319883,12.449899597988733,Adult,200k+
2034487,2018-01-23,2015-07-03,M,0,Hangzhou,Chongqing,United States,49,2024-12-28,4,75836,18768,11230,46729,2024-01-22,54,213,68,4,1,263889,10,9.83996185165625,9.326433090963036,14.594519519326424,Middle Age,20k-50k
2023644,2018-01-23,2015-07-03,M,0,Xian,Guangdong,United States,34,2024-10-11,4,3527,58803,31979,208225,2024-01-22,377,60,451,2,2,313609,11,10.981965158783856,10.372865986387945,7.745966692414834,Adult,200k+
2057159,2018-01-23,2015-07-03,F,0,Wuhan,Shanghai,United States,35,2024-12-28,5,49476,54710,49613,203139,2024-01-02,428,162,272,3,1,230815,13,10.909820065084942,10.812028330950222,12.727922061357855,Adult,200k+
2047352,2018-01-23,2015-07-03,M,0,Nanjing,Shanghai,United States,39,2024-12-28,3,27962,15441,20338,167495,2024-01-22,607,188,558,0,2,253521,13,9.64484634886876,9.920295504185495,13.711309200802088,Adult,100k-200k
2010740,2018-01-23,2015-07-03,M,0,Hangzhou,Guangdong,China,40,2024-12-28,6,24611,83361,27545,103894,2024-01-22,474,122,42,1,1,240995,12,11.33094784902184,10.223612613477277,11.045361017187261,Adult,100k-200k
2000965,2018-01-23,2015-07-03,F,0,Guangzhou,Shanghai,China,51,2024-12-28,6,27520,14884,106432,70843,2024-01-22,307,141,104,2,2,165762,11,9.608109273449877,11.575270958178935,11.874342087037917,Middle Age,50k-100k
2013914,2018-01-23,2015-07-03,M,2,Guangzhou,Shanghai,United States,47,2025-07-02,6,47624,9933,10753,174827,2024-01-22,584,171,593,5,1,204643,7,9.203718495667296,9.283033057369623,13.076696830622021,Middle Age,100k-200k
2030846,2018-01-23,2015-07-03,F,0,Shenzhen,Beijing,India,48,2024-12-28,5,20671,49058,15274,402389,2022-11-02,518,50,3,3,0,463704,5,10.8007789344005,9.633972784039797,7.0710678118654755,Middle Age,200k+
2022130,2021-10-26,2015-07-03,F,0,Shenzhen,Shanghai,United States,55,2024-12-28,1,28854,839,70274,340869,2022-04-25,624,123,279,1,1,92310,13,6.733401891837359,11.160171395774732,11.090536506409418,Middle Age,200k+
2059718,2018-01-23,2015-07-03,M,1,Chengdu,Beijing,China,37,2024-12-28,8,28845,13923,18550,551185,2024-01-22,141,138,520,4,1,418359,8,9.54136924893133,9.828278974938373,11.74734012447073,Adult,
2007840,2018-01-23,2015-07-03,F,2,Chong Qing,Guangdong,China,23,2024-08-25,7,32173,13230,60927,188623,2024-01-22,411,8,207,5,1,410398,11,9.490317840042412,11.017448118151037,2.8284271247461903,Young Adult,100k-200k
2041055,2012-04-07,2015-07-03,M,0,Xian,Shanghai,India,41,2025-06-26,5,25429,55684,9419,135726,2024-01-22,637,33,573,4,1,21465,9,10.9274660898272,9.150590367570409,5.744562646538029,Adult,100k-200k
2001582,2018-01-23,2023-02-23,M,0,Hangzhou,Zhe Jiang,United States,37,2024-12-28,4,38216,62203,33673,214422,2024-01-22,316,17,633,3,1,114789,11,11.038174585341228,10.424481305217745,4.123105625617661,Adult,200k+
2032847,2018-01-23,2015-07-03,F,1,Nanjing,Shanghai,United States,21,2024-12-28,5,7554,51851,48285,94165,2024-01-22,618,77,116,2,0,55644,7,10.856148785719933,10.7848969425521,8.774964387392123,Young Adult,50k-100k
2036224,2018-01-23,2009-11-02,F,0,Shenzhen,Shanghai,China,27,2024-12-28,5,5532,28702,49873,125928,2024-01-22,240,202,265,1,1,234696,10,10.264756925901597,10.817255103865845,14.212670403551895,Young Adult,100k-200k
2031697,2010-09-16,2015-07-03,F,0,Chengdu,Beijing,China,26,2024-12-28,5,25324,46152,467,292115,2024-01-22,449,66,441,3,1,60843,2,10.739717243235356,6.148468295917647,8.12403840463596,Young Adult,200k+
2010954,2018-01-23,2015-07-03,F,0,Chong Qing,Shanghai,China,33,2024-12-28,3,28537,43896,23933,123989,2024-01-22,330,230,383,4,0,44300,8,10.689601259598334,10.083055321133461,15.165750888103101,Adult,100k-200k
2002567,2018-01-23,2015-07-03,M,0,Shanghai,Shanghai,China,39,2024-12-28,6,45943,12577,28035,544521,2024-01-22,221,27,6,6,1,316986,6,9.439704535103449,10.241244677620216,5.196152422706632,Adult,
2054476,2018-01-23,2015-07-03,M,0,Wuhan,Zhe Jiang,United States,41,2024-12-28,2,64639,30568,8090,218514,2024-05-14,82,121,265,7,2,425784,11,10.327741702540875,8.99850761180784,11.0,Adult,200k+
2022587,2018-01-23,2015-07-03,F,0,Hangzhou,Guangdong,China,41,2024-12-28,6,19011,32594,7179,137410,2024-01-22,393,44,226,2,1,198657,6,10.39191418135864,8.87905466204227,6.6332495807108,Adult,100k-200k
2014273,2018-01-23,2015-07-03,M,0,Chong Qing,Shanghai,China,25,2025-04-11,5,18765,15603,19337,228106,2024-01-22,20,119,78,1,1,396655,13,9.655282570626547,9.869827351043494,10.908712114635714,Young Adult,200k+
2020304,2018-01-23,2015-07-03,F,0,Shenzhen,Guangdong,China,60,2024-12-28,3,82292,24768,54407,135469,2025-01-20,94,126,453,1,1,375529,9,10.117348150251422,10.904266480855474,11.224972160321824,Middle Age,100k-200k
2037179,2018-01-23,2015-07-03,F,2,Guangzhou,Jiangsu,China,70,2024-05-23,4,52520,123524,15986,109196,2024-01-22,47,114,12,3,1,371280,14,11.724198843713951,9.679531170964893,10.677078252031311,Senior,100k-200k
2051346,2018-01-23,2015-07-03,F,1,Chengdu,Shanghai,United States,35,2024-12-28,5,15564,21440,46521,124441,2023-03-05,318,77,673,4,0,229018,12,9.973060255888088,10.747680597969852,8.774964387392123,Adult,100k-200k
2029071,2014-05-24,2015-07-03,M,2,Wuhan,Si Chuan,China,18,2024-12-28,4,61717,32469,40208,231884,2024-01-22,350,240,182,1,0,419106,9,10.388071865096892,10.601846130146606,15.491933384829668,Teen,200k+
2002184,2018-01-23,2015-07-03,M,0,Chong Qing,Beijing,China,28,2024-12-28,4,38550,74467,8218,143782,2024-04-16,353,43,648,0,1,14276,9,11.218124781891788,9.0142038261485,6.557438524302,Young Adult,100k-200k
2036647,2015-04-29,2025-07-01,M,0,Chong Qing,Beijing,India,41,2024-12-28,4,39563,51544,49903,221112,2023-07-03,620,118,513,2,1,139305,13,10.850210491530484,10.817856438847585,10.862780491200215,Adult,200k+
2060130,2010-12-17,2015-07-03,F,0,Shenzhen,Shanghai,India,40,2024-12-28,5,40789,114699,106432,166390,2024-01-22,301,220,814,3,1,322313,11,11.650075303117463,11.575270958178935,14.832396974191326,Adult,100k-200k
2006887,2018-01-23,2015-07-03,F,0,Chong Qing,Hubei,China,35,2024-12-28,3,837,64088,32162,139878,2024-01-22,461,222,485,4,1,51567,3,11.068028021318344,10.378572002524349,14.89966442575134,Adult,100k-200k
2009571,2018-01-23,2015-07-03,M,0,Shanghai,Beijing,United States,45,2024-12-28,3,10216,12156,3286,89289,2022-07-20,565,109,306,1,1,97403,13,9.405660414555793,8.097730573664219,10.44030650891055,Adult,50k-100k
2048470,2018-01-23,2017-09-13,F,1,Xian,Hubei,India,32,2025-11-14,3,13830,5896,39654,259448,2024-01-22,130,34,364,5,1,363515,14,8.682199026000504,10.58797232251742,5.830951894845301,Adult,200k+
2016764,2013-01-20,2015-07-03,F,1,Xian,Si Chuan,China,33,2024-12-28,5,14874,3843,11800,403534,2024-09-27,289,3,321,4,1,38859,15,8.254268770090183,9.375939552625749,1.7320508075688772,Adult,200k+
2044851,2013-04-30,2008-04-28,F,2,Shanghai,Zhe Jiang,China,46,2024-12-07,3,51555,35688,1778,153515,2024-01-22,56,85,325,2,1,280983,4,10.482597797038709,7.483806687665835,9.219544457292887,Middle Age,100k-200k
2054408,2018-01-23,2015-07-03,M,2,Shenzhen,Shanghai,China,38,2024-12-28,7,46779,21625,66799,353223,2024-01-22,270,0,757,3,0,288282,15,9.981651573505482,11.109458359524737,0.0,Adult,200k+
2059550,2018-01-23,2015-07-03,F,0,Beijing,Beijing,China,43,2024-12-28,10,16953,33622,18536,66866,2024-01-22,277,74,148,1,2,295430,10,10.422965635581258,9.82752401372909,8.602325267042627,Adult,50k-100k
2045013,2018-01-23,2007-06-28,F,2,Hangzhou,Shanghai,China,19,2024-12-28,5,35443,1604,3701,351589,2024-01-22,505,126,733,2,1,208632,11,7.380879035564116,8.216628493133443,11.224972160321824,Young Adult,200k+
2036847,2018-01-23,2015-07-03,F,0,Shenzhen,Chongqing,China,49,2025-11-15,5,6916,47910,106432,160936,2024-01-22,474,140,376,2,0,173136,12,10.777100402128553,11.575270958178935,11.832159566199232,Middle Age,100k-200k
2006636,2018-01-23,2015-07-03,M,0,Shanghai,Shanghai,India,56,2024-12-07,3,48730,43010,25611,203743,2024-01-22,296,211,304,1,1,370606,11,10.669211175914377,10.150816270638693,14.52583904633395,Middle Age,200k+
2015771,2018-01-23,2008-01-31,M,0,Hangzhou,Si Chuan,China,42,2024-12-28,8,41367,29921,33501,193476,2024-01-22,190,14,162,2,1,181283,12,10.306349274774178,10.419360417523633,3.7416573867739413,Adult,100k-200k
